Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2019,9,14,18,23,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,30##,QUEBEC ST,Mount Pleasant
2019,9,14,19,27,ENG - Streets,Streets Operations,Street - Surface Water Flooding,19##,W 4TH AV,Kitsilano
2019,9,14,19,33,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,10##,HARWOOD ST,West End
2019,9,14,19,46,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,22##,E 53RD AV,Victoria-Fraserview
2019,9,14,20,26,ENG - Streets,Streets Operations,Street - Surface Water Flooding,2##,E 1ST AV,Strathcona
2019,9,14,21,7,ENG - Streets,Streets Operations,Sidewalk - Repair,47##,DUMFRIES ST,Kensington-Cedar Cottage
2019,9,14,22,1,ENG - Streets,Streets Operations,Street - Surface Water Flooding,1900, - 1999 E HASTINGS ST,Grandview-Woodland
2019,9,14,22,21,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,19##,W 42ND AV,Kerrisdale
2019,9,14,22,25,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,19##,W 42ND AV,Kerrisdale
2019,9,14,22,29,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,52##,BURSILL ST,Renfrew-Collingwood
2019,9,14,22,46,DBL - Inspections,Property Use,PUI Noise Complaint Case,13##,JERVIS ST,West End
2019,9,14,22,54,DBL - Inspections,Property Use,PUI Noise Complaint Case,9##,GRANVILLE ST,Downtown
2019,9,14,23,4,ENG - Streets,Streets Operations,Street - Surface Water Flooding,10##,RICHARDS ST,Downtown
2019,9,14,23,7,DBL - Inspections,Property Use,PUI Noise Complaint Case,9##,GRANVILLE ST,Downtown
2019,9,14,23,8,DBL - Inspections,Property Use,PUI Noise Complaint Case,24##,TURNER ST,Hastings-Sunrise
2019,9,14,23,17,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,2500, - 2599 GARDEN DRIVE,Kensington-Cedar Cottage
2019,9,14,23,38,DBL - Inspections,Property Use,PUI Noise Complaint Case,28##,TRIUMPH ST,Hastings-Sunrise
2019,9,14,23,44,DBL - Inspections,Property Use,PUI Noise Complaint Case,4##,HELMCKEN ST,Downtown
2019,9,15,0,13,ENG - Streets,Streets Operations,Pothole - Repair,50##,KILLARNEY ST,Renfrew-Collingwood
2019,9,15,1,38,DBL - Inspections,Property Use,PUI Noise Complaint Case,33##,SCHOOL AV,Killarney
2019,9,15,2,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,31##,W 5TH AV,Kitsilano
2019,9,15,2,14,DBL - Inspections,Property Use,PUI Noise Complaint Case,48##,PATON ST,Arbutus-Ridge
2019,9,15,2,16,DBL - Inspections,Property Use,PUI Noise Complaint Case,10##,W 8TH AV,Fairview
2019,9,15,8,9,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,31##,W 16TH AV,Kitsilano
2019,9,15,8,25,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,25##,TRIUMPH ST,Hastings-Sunrise
2019,9,15,8,50,ENG - Streets,Streets Operations,Street - Repair,26##,NANAIMO ST,Kensington-Cedar Cottage
2019,9,15,8,56,ENG - Streets,Streets Operations,Street - Repair,66##,CAMBIE ST,Oakridge
2019,9,15,8,59,ENG - Streets,Streets Operations,Streets - General Issues,1##,WATER ST,Downtown
2019,9,15,9,1,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,6##,MOBERLY ROAD,Fairview
2019,9,15,9,10,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,5##,E 30TH AV,Riley Park
2019,9,15,9,21,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,76##,FRASER ST,Sunset
2019,9,15,10,9,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,18##,CYPRESS ST,Kitsilano
2019,9,15,10,15,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,9##,SW MARINE DRIVE,Marpole
2019,9,15,10,25,DBL - Inspections,Property Use,PUI Noise Complaint Case,9##,BURRARD ST,West End
2019,9,15,10,35,DBL - Inspections,Property Use,PUI Noise Complaint Case,##,NANAIMO ST,Hastings-Sunrise
2019,9,15,10,53,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,63##,ARLINGTON ST,Killarney
2019,9,15,10,55,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,2000, - 2099 CYPRESS ST,Kitsilano
2019,9,15,11,20,ENG - Water & Sewer,Waterworks Operations,Water Work Site Complaint,34##,MONMOUTH AV,Renfrew-Collingwood
2019,9,15,11,28,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,58##,TYNE ST,Killarney
2019,9,15,11,33,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,72##,DUMFRIES ST,Victoria-Fraserview
2019,9,15,12,17,ENG - Water & Sewer,Waterworks Design,Water Conservation Violation,29##,PARKER ST,Hastings-Sunrise
2019,9,15,12,17,ENG - Streets,Streets Operations,Street - Repair,12##,W 6TH AV,Fairview
2019,9,15,12,23,ENG - Streets,Streets Operations,Sidewalk - Repair,3##,WATER ST,Downtown
2019,9,15,12,25,DBL - Inspections,Property Use,PUI Noise Complaint Case,22##,W 10TH AV,Kitsilano
2019,9,15,12,32,ENG - Streets,Streets Operations,Street - Repair,6##,CARDERO ST,Downtown
2019,9,15,12,44,ENG - Water & Sewer,Waterworks Operations,Water Service Locate Request,58##,CHESTER ST,Sunset
2019,9,15,12,46,ENG - Streets,Streets Operations,Streets - General Issues,1##,WATER ST,Downtown
2019,9,15,12,57,ENG - Streets,Streets Operations,Streets - General Issues,5##,E 5TH AV,Mount Pleasant
2019,9,15,13,0,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,37##,COMMERCIAL ST,Kensington-Cedar Cottage
2019,9,15,13,6,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,49##,WALDEN ST,Riley Park
2019,9,15,13,36,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,69##,ARLINGTON ST,Killarney
2019,9,15,13,43,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,4##,ROBSON ST,Downtown
2019,9,15,13,45,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,23##,W 35TH AV,Arbutus-Ridge
2019,9,15,13,46,ENG - Streets,Streets Operations,Streets - General Issues,25##,GRANVILLE ST,Fairview
2019,9,15,14,1,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,3##,E 1ST AV,Strathcona
2019,9,15,14,12,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,83##,ELLIOTT ST,Killarney
2019,9,15,14,14,ENG - Streets,Streets Operations,Street - Repair,20##,W 41ST AV,Shaughnessy
2019,9,15,14,15,ENG - Streets,Streets Operations,Street - Surface Water Flooding,49##,MCGEER ST,Renfrew-Collingwood
2019,9,15,14,18,ENG - Streets,Streets Operations,Sidewalk - Repair,200, - 299 E 29TH AV,Riley Park
2019,9,15,14,20,ENG - Streets,Streets Operations,Street - Repair,20##,W 41ST AV,Shaughnessy
2019,9,15,14,21,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,6##,SEYMOUR ST,Downtown
2019,9,15,14,21,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,33##,CHURCH ST,Renfrew-Collingwood
2019,9,15,14,27,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,11##,W 70TH AV,Marpole
2019,9,15,14,31,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,44##,WALDEN ST,Riley Park
2019,9,15,14,51,ENG - Water & Sewer,Waterworks Design,Water Conservation Violation,44##,CAMBIE ST,Riley Park
2019,9,15,15,6,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,4##,SLOCAN ST,Hastings-Sunrise
2019,9,15,15,12,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,25##,E 15TH AV,Renfrew-Collingwood
2019,9,15,16,7,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,20##,PANDORA ST,Grandview-Woodland
2019,9,15,16,15,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,43##,W 12TH AV,West Point Grey
2019,9,15,16,24,ENG - Waste Management & Resource Recovery,Sanitation Operations,Collection Calendar Mail-Out Request,32##,W 14TH AV,Kitsilano
2019,9,15,16,38,ENG - Streets,Streets Operations,Pothole - Repair,15##,W GEORGIA ST,Downtown
2019,9,15,17,7,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,COLUMBIA ST and W 41ST AV,Oakridge
2019,9,15,17,7,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,COLUMBIA ST and W 41ST AV,Riley Park
2019,9,15,17,37,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,3##,UNADDRESSED LOCATION,
2019,9,15,17,47,DBL - Inspections,Property Use,PUI Noise Complaint Case,10##,DAVIE ST,West End
2019,9,15,17,56,DBL - Inspections,Property Use,PUI Noise Complaint Case,20##,W 10TH AV,Kitsilano
2019,9,15,18,16,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,34##,E GEORGIA ST,Hastings-Sunrise
2019,9,15,18,25,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,19##,CHARLES ST,Grandview-Woodland
2019,9,15,18,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,35##,VANNESS AV,Renfrew-Collingwood
2019,9,15,18,52,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,75##,CAMBIE ST,Marpole
2019,9,15,19,10,ENG - Streets,Streets Operations,Pothole - Repair,8##,E 38TH AV,Kensington-Cedar Cottage
2019,9,15,19,11,DBL - Inspections,Property Use,PUI Noise Complaint Case,9##,HOMER ST,Downtown
2019,9,15,19,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,6##,E BROADWAY,Mount Pleasant
2019,9,15,19,47,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,20##,E 12TH AV,Kensington-Cedar Cottage
2019,9,15,20,17,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,6##,ATLANTIC ST,Strathcona
2019,9,15,20,26,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,45##,W 13TH AV,West Point Grey
2019,9,15,20,31,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,3##,UNADDRESSED LOCATION,
2019,9,15,20,36,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,52##,BURSILL ST,Renfrew-Collingwood
2019,9,15,20,39,DBL - Inspections,Property Use,PUI Noise Complaint Case,11##,DENMAN ST,West End
2019,9,15,20,42,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,HOWE ST and NELSON ST,Downtown
2019,9,15,20,51,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,1800, - 1899 QUILCHENA CRESCENT,Arbutus-Ridge
2019,9,15,20,55,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,44##,W 6TH AV,West Point Grey
2019,9,15,21,19,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,400, - 499 E 63RD AV,Sunset
2019,9,15,21,20,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,200, - 299 E 63RD AV,Sunset
2019,9,15,21,40,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,13##,ARBUTUS ST,Fairview
2019,9,15,21,40,DBL - Licensing & Animal Services,Animal Services,Holding Stray Case,13##,ARBUTUS ST,Kitsilano
2019,9,15,22,1,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,13##,E 37TH AV,Kensington-Cedar Cottage
2019,9,15,22,30,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,11##,W 6TH AV,Fairview
2019,9,16,0,45,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,66##,WILTSHIRE ST,Kerrisdale
2019,9,16,5,19,DBL - Inspections,Property Use,PUI Noise Complaint Case,23##,MCLEAN DRIVE,Grandview-Woodland
2019,9,16,7,13,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,5##,W 7TH AV,Fairview
2019,9,16,7,27,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,COURTENAY ST and W 13TH AV,West Point Grey
2019,9,16,7,41,ENG - Streets,Streets Operations,Street - Repair,20##,VENABLES ST,Grandview-Woodland
2019,9,16,7,57,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,63##,SOPHIA ST,Sunset
2019,9,16,8,3,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,63##,WILLOW ST,Oakridge
2019,9,16,8,4,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,15##,E 12TH AV,Kensington-Cedar Cottage
2019,9,16,8,5,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,26##,DUNDAS ST,Hastings-Sunrise
2019,9,16,8,13,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,5##,E 12TH AV,Mount Pleasant
2019,9,16,8,15,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,E 12TH AV and ST. GEORGE ST,Mount Pleasant
2019,9,16,8,30,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,E 27TH AV and SKEENA ST,Renfrew-Collingwood
2019,9,16,8,30,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,21##,E 33RD AV,Kensington-Cedar Cottage
2019,9,16,8,40,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,10##,SALSBURY DRIVE,Grandview-Woodland
2019,9,16,8,42,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,21##,E 33RD AV,Kensington-Cedar Cottage
2019,9,16,8,42,ENG - Streets,Streets Operations,Pothole - Repair,10##,SALSBURY DRIVE,Grandview-Woodland
2019,9,16,8,44,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,22##,CORAL REEF PLACE,Victoria-Fraserview
2019,9,16,8,49,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,1##,W 45TH AV,Oakridge
2019,9,16,8,51,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,29##,W 20TH AV,Arbutus-Ridge
2019,9,16,9,0,ENG - Streets,Streets Operations,Pothole - Repair,5##,W 54TH AV,Oakridge
2019,9,16,9,12,ENG - Streets,Streets Operations,Street - Repair,Intersection,DUNDAS ST and N NANAIMO ST and NANAIMO ST,Hastings-Sunrise
2019,9,16,9,14,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,3##,E 51ST AV,Sunset
2019,9,16,9,19,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,27##,HORLEY ST,Renfrew-Collingwood
2019,9,16,9,23,DBL - Inspections,Property Use,PUI Noise General Inquiry Case,8##,W 17TH AV,South Cambie
2019,9,16,9,23,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,15##,E 14TH AV,Kensington-Cedar Cottage
2019,9,16,9,39,ENG - Streets,Streets Operations,Pothole - Repair,1800, - 1899 W 4TH AV,
2019,9,16,9,41,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,2##,W 15TH AV,Mount Pleasant
2019,9,16,9,50,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,4500, - 4599 JAMES ST,Riley Park
2019,9,16,10,3,ENG - Streets,Streets Operations,Boulevard Maintenance Issues,14##,RENFREW ST,Hastings-Sunrise
2019,9,16,10,9,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Flat Glass Fixture Request,45##,PINE CRESCENT,Shaughnessy
2019,9,16,10,16,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,53##,JOYCE ST,Renfrew-Collingwood
2019,9,16,10,33,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,3##,UNADDRESSED LOCATION,
2019,9,16,10,33,ENG - Waste Management & Resource Recovery,Transfer and Landfill Operations,Transfer Station & Recycling - General Inquiries,3##,W KENT AV NORTH,Marpole
2019,9,16,10,45,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Pole Repair,300, - 399 W 12TH AV,Mount Pleasant
2019,9,16,10,47,ENG - Streets,Streets Operations,Street - Repair,40##,W 36TH AV,Dunbar-Southlands
2019,9,16,10,50,ENG - Streets,Streets Operations,Street - Repair,40##,W 36TH AV,Dunbar-Southlands
2019,9,16,10,51,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,0, - 0 BURRARD BRIDGE,
2019,9,16,10,57,ENG - Streets,Streets Operations,Streets - General Issues,59##,LARCH ST,Kerrisdale
2019,9,16,11,7,ENG - Streets,Streets Operations,Pothole - Repair,3300, - 3399 W 12TH AV,Kitsilano
2019,9,16,11,9,DBL - Inspections,Building,Building Inspection Cancellation Case,5##,W 12TH AV,Fairview
2019,9,16,11,23,ENG - Streets,Streets Operations,Street - Surface Water Flooding,37##,W 8TH AV,West Point Grey
2019,9,16,11,30,ENG - Streets,Streets Operations,Street - Surface Water Flooding,38##,W 8TH AV,West Point Grey
2019,9,16,11,30,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,13##,W 64TH AV,Marpole
2019,9,16,11,52,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,MANITOBA ST and W 37TH AV,Riley Park
2019,9,16,12,1,ENG - Streets,Streets Operations,Sidewalk - Repair,7##,W 8TH AV,Fairview
2019,9,16,12,3,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Flat Glass Fixture Request,18##,SPYGLASS PLACE,Fairview
2019,9,16,12,14,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,15##,E 8TH AV,Grandview-Woodland
2019,9,16,12,16,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Pole Repair,4##,W 48TH AV,Oakridge
2019,9,16,12,24,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,1##,E 51ST AV,Sunset
2019,9,16,12,24,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,46##,NANAIMO ST,Renfrew-Collingwood
2019,9,16,12,25,DBL - Inspections,Building,Building Inspection Cancellation Case,33##,W 40TH AV,Dunbar-Southlands
2019,9,16,12,37,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,DAVIE ST and MAINLAND ST,Downtown
2019,9,16,12,40,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,E 10TH AV and PENTICTON ST,Renfrew-Collingwood
2019,9,16,12,42,ENG - Streets,Streets Operations,Sidewalk - Repair,24##,BALACLAVA ST,Kitsilano
2019,9,16,13,18,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,7##,MALKIN AV,Strathcona
2019,9,16,13,19,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,56##,TYNE ST,Renfrew-Collingwood
2019,9,16,13,23,ENG - Water & Sewer,Waterworks Operations,Water Pressure or No Water Issue,##,E 4TH AV,Mount Pleasant
2019,9,16,13,24,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,DUNSMUIR VIADUCT and MAIN ST,Strathcona
2019,9,16,13,25,DBL - Inspections,Electrical,Electrical Inspection Cancellation Case,31##,W 2ND AV,Kitsilano
2019,9,16,13,27,Public Safety - Fire,Prevention,FPB_General Inquiry Case,10##,JERVIS ST,West End
2019,9,16,13,28,DBL - Inspections,Property Use,PUI Noise Complaint Case,28##,E 1ST AV,Hastings-Sunrise
2019,9,16,13,30,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,700, - 799 W PENDER ST,Downtown
2019,9,16,13,42,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,E 37TH AV and FRASER ST,Kensington-Cedar Cottage
2019,9,16,13,47,ENG - Streets,Streets Operations,Street - Surface Water Flooding,29##,W 5TH AV,Kitsilano
2019,9,16,13,48,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,19##,DRUMMOND DRIVE,West Point Grey
2019,9,16,13,52,ENG - Streets,Streets Operations,Sidewalk - Repair,2##,HOWE ST,Downtown
2019,9,16,13,52,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,15##,W 1ST AV,Fairview
2019,9,16,13,54,Public Safety - Fire,Prevention,FPB_General Inquiry Case,16##,E 4TH AV,Grandview-Woodland
2019,9,16,14,0,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,18##,GLEN DRIVE,Strathcona
