Corridor Name,StartStreetName,EndStreetName,Route No.,District,Inspector,Side of Street,Type of Street,Clean Corridor,Fiscal Year,Quarter of Inspection,Year/Month,Date of Inspection,Start Time,End Time,Sweeping Day(s),Sweeping Time(s),streetclean_cleanto5,1.1 Litter Count,2.1,2.1 Litter Count,2.2,2.3,2.4,2.5,avg_graffiti,3.2,3.3,4.1,4.2,perc_cleanaroundtrashbin,4.4,4.5,4.6,4.0 Pass?,5.1,5.2,5.3,5.4
Diamond,Chenery,Monterey,33,8,MNC,West,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/17/2009 0:00,6:00 AM,7:00 AM,Not Recorded,Not Recorded,2.56,N/A,2.33,N/A,97,0,Yes,No,0,7,8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,66.7,66.7,100,100
24th Street,Folsom,Valencia,31,9,MNC,North,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/18/2009 0:00,2:00 AM,4:00 AM,Not Recorded,Not Recorded,2.8,N/A,2.1,N/A,96.9,0,Yes,No,0,15,21.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75.6,75.6,100,100
24th Street,Potrero,Folsom,30,9,MNC,North,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/18/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,2.9,N/A,2.15,N/A,96.9,0,No,No,0,16.4,32.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,76.8,76.8,100,100
Mission,18th Street,22nd Street,28,9,MNC,West,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/25/2009 0:00,2:00 AM,4:00 AM,Not Recorded,Not Recorded,2.5,N/A,2.38,N/A,96.7,0,No,No,0,23,49,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75,75,95,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,East,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/25/2009 0:00,4:00 AM,6:00 AM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,96.9,0,Yes,No,0.4,18.4,51.8,80.00%,80.00%,80.00%,100.00%,80.00%,100.00%,No,74.4,74.4,100,100
Potrero,20th Street,25th Street,32,9,MNC,East,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/17/2009 0:00,11:00 AM,1:00 PM,Not Recorded,Not Recorded,2.44,N/A,2.09,N/A,96.9,0,Yes,No,0,14,18,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,86,86,100,100
3rd Street,22nd Street,Evans,19,10,MNC,East,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/24/2009 0:00,3:00 AM,6:00 AM,Not Recorded,Not Recorded,2.28,N/A,2.1,N/A,96.7,0,No,No,0,41.4,34.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,79.5,79.5,100,100
3rd Street,Evans,Quesada,20,10,MNC,East,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/24/2009 0:00,6:00 AM,9:00 AM,Not Recorded,Not Recorded,2.83,N/A,2.6,N/A,96.4,0,No,No,0,45.6,42.8,71.40%,71.40%,71.40%,100.00%,71.40%,100.00%,No,72.3,72.3,100,100
Bayshore,Hester,Sunnydale,21,10,MNC,West,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/4/2009 0:00,6:00 AM,8:00 AM,Not Recorded,Not Recorded,2.1,N/A,2.1,N/A,97.1,0,Yes,No,0,15.6,12.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,95.2,95.2,97.6,97.6
Leland,Bayshore,Cora,23,10,MNC,North,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/4/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,2.1,N/A,2.1,N/A,96.9,0,No,Yes,0,11,5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.3,92.3,100,100
San Bruno,Silliman,Wayland,22,10,MNC,West,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/4/2009 0:00,3:00 AM,5:00 AM,Not Recorded,Not Recorded,2.35,N/A,2.1,N/A,97,0,Yes,No,0,18.2,24.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,84.6,84.6,100,100
Geneva,Alemany,Naples,36,11,MNC,South,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/3/2009 0:00,6:00 AM,8:00 AM,Not Recorded,Not Recorded,2.4,N/A,2.1,N/A,96.9,0,Yes,No,0,14.6,13.6,100.00%,100.00%,80.00%,100.00%,100.00%,100.00%,Yes,61.5,61.5,100,100
Mission,Excelsior,France,34,11,MNC,West,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/3/2009 0:00,12:00 AM,3:00 AM,Not Recorded,Not Recorded,2.83,N/A,2,N/A,97,0,Yes,No,0,25.4,30.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,65.8,65.8,100,100
Mission,France,Rolph,35,11,MNC,West,Commercial,Yes,2008-2009,Q3,2009-09-Mar,3/3/2009 0:00,3:00 AM,5:30 AM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,97,0,Yes,Yes,0,15.25,16,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75,75,100,100
Anza,25th Avenue,30th Avenue,2,1,MNC,North,Residential,No,2008-2009,Q4,2009-10-Apr,4/9/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,Yes,Yes,0,6.2,5.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96,96,100,100
Clement,21st Avenue,26th Avenue,1,1,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/16/2009 0:00,8:00 AM,11:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,Yes,No,0,8.2,2.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Union,Chestnut,3,2,MNC,West,Commercial,No,2008-2009,Q4,2009-10-Apr,4/7/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,96.9,0,Yes,No,0,9,11.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Franklin,Broadway,Greenwich,4,2,MNC,West,Residential,No,2008-2009,Q4,2009-10-Apr,4/10/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,Yes,Yes,0,5.8,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Battery,Union,Broadway,5,3,MNC,East,Commercial,No,2008-2009,Q4,2009-10-Apr,4/10/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,Yes,Yes,0,4.33,1.33,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.7,94.7,100,100
Washington,Larkin,Mason,6,3,MNC,North,Residential,No,2008-2009,Q4,2009-10-Apr,4/13/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2.93,N/A,2.53,N/A,96.9,0,Yes,No,0,7.4,9.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.9,92.9,100,100
Lincoln,30th Avenue,35th Avenue,8,4,MNC,South,Residential,No,2008-2009,Q4,2009-10-Apr,4/16/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.8,0,Yes,Yes,0,2.2,0.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Taraval,19th Avenue,24th Avenue,42,4,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/9/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.1,0,Yes,No,0,4.4,7.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Fillmore,Post,California,9,5,MNC,West,Commercial,No,2008-2009,Q4,2009-10-Apr,4/7/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2.5,N/A,2.25,N/A,96.8,0,No,No,0,12.25,17.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,76.5,76.5,100,100
Webster,Ellis,Fulton,10,5,MNC,West,Residential,No,2008-2009,Q4,2009-10-Apr,4/7/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2.6,N/A,2,N/A,96.9,0,No,No,0,8.2,12.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,62.1,62.1,100,100
16th Street,Guerrero,Capp,11,6,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/6/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,2.33,N/A,2.07,N/A,96.9,0,Yes,No,0,25.33,42.33,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75,75,100,100
Brannan,Embarcadero,3rd Street,12,6,MNC,Southeast,Residential,No,2008-2009,Q4,2009-10-Apr,4/13/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2.12,N/A,2,N/A,97,0,Yes,No,0,18.33,20.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95.5,95.5,100,100
Monterey,San Rafael,Santa Clara,14,7,MNC,North,Residential,No,2008-2009,Q4,2009-10-Apr,4/14/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2,N/A,2.1,N/A,97.8,0,Yes,Yes,0,0.4,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,14th Avenue,19th Avenue,13,7,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/9/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,2.1,N/A,2,N/A,97.2,0,Yes,No,0.2,7.2,10.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,60,60,90,90
Market,Laguna,Noe,15,8,MNC,Northwest,Commercial,No,2008-2009,Q4,2009-10-Apr,4/6/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2.04,N/A,2,N/A,97,0,Yes,Yes,0,20,38.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,88.9,88.9,100,100
Noe,Market,Duboce,16,8,MNC,East,Residential,No,2008-2009,Q4,2009-10-Apr,4/6/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,Yes,Yes,0,4,1.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Cesar Chavez,Shotwell,Guerrero,17,9,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/8/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,2.25,N/A,2.05,N/A,96.9,0,No,No,0.8,12.6,16.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,63,63,100,100
Silver,Barneveld,Dunsmuir,18,9,MNC,North,Residential,No,2008-2009,Q4,2009-10-Apr,4/15/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2.12,N/A,2,N/A,97,0,Yes,No,0,10,9.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.8,58.8,100,100
16th Street,De Haro,Potrero,19,10,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/8/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2.15,N/A,2.1,N/A,96.9,0,Yes,No,0,7,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Blanken,Tunnel,Gillette,20,10,MNC,North,Residential,No,2008-2009,Q4,2009-10-Apr,4/8/2009 0:00,9:00 AM,11:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,No,No,0,4.8,4.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,50,100,100
Brazil,Mission,Edinburgh,22,11,MNC,North,Residential,No,2008-2009,Q4,2009-10-Apr,4/28/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2.8,N/A,2.4,N/A,96.7,0,No,No,0,6.4,9.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.3,33.3,100,100
Randolph,Orizaba,Arch,21,11,MNC,North,Commercial,No,2008-2009,Q4,2009-10-Apr,4/21/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2.6,N/A,1.7,N/A,96.9,0,Yes,No,0,8,10.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,63.2,63.2,100,100
Clement,5th Avenue,10th Avenue,15,1,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,2:00 PM,4:00 PM,Not Recorded,Not Recorded,1.67,N/A,1.87,N/A,97.8,0,Yes,No,0,10.6,16,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,72.7,100,100,100
Clement,Arguello,5th Avenue,14,1,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2,N/A,1.83,N/A,98,0,Yes,Yes,0,14.75,18.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,2:30 AM,4:30 AM,Not Recorded,Not Recorded,1.7,N/A,1.73,N/A,98,0,Yes,Yes,0,11.4,17,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,81.8,100,100,100
Geary,Arguello,7th Avenue,10,1,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,1.87,N/A,1.9,N/A,97.9,0,Yes,No,0,12.6,14,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.1,100,100,100
Chestnut,Fillmore,Divisadero,6,2,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/6/2009 0:00,5:00 AM,7:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.7,0,Yes,Yes,0,8.5,10.25,87.50%,87.50%,87.50%,100.00%,87.50%,100.00%,No,100,100,100,100
Columbus,Powell,Pacific,1,3,MNC,Northeast,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,2.67,N/A,2,N/A,97.8,0,Yes,Yes,0,11.2,9.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Grant,Broadway,California,2,3,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,6:00 AM,8:00 AM,Not Recorded,Not Recorded,2.15,N/A,2,N/A,98,0,No,Yes,0,10.2,19.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Kearny,California,Broadway,7,3,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,3:00 AM,5:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.8,0,Yes,Yes,0,5.6,6.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Larkin,O'Farrell,Sacramento,5,3,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,3:30 PM,5:30 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,98,0,Yes,Yes,0,9,14.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Polk,California,Broadway,8,3,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,6:00 PM,8:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.8,0,Yes,Yes,0,8,13,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Stockton,Green,Sacramento,3,3,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,9:00 AM,11:00 AM,Not Recorded,Not Recorded,2.5,N/A,2,N/A,97.4,0,No,Yes,0,12.4,31.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Irving,19th Avenue,25th Avenue,40,4,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,11:00 AM,1:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.4,0,Yes,Yes,0,7.2,25.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Taraval,18th Avenue,23rd Avenue,42,4,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,4:30 PM,6:30 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.5,0,Yes,Yes,0,6.25,14.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.7,94.7,100,100
Divisadero,Geary,McAllister,12,5,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,5:00 AM,7:00 AM,Not Recorded,Not Recorded,2.03,N/A,2,N/A,97.9,0,Yes,No,0,10.2,18,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,84.4,100,100,100
Divisadero,Haight,McAllister,13,5,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,7:30 PM,9:30 PM,Not Recorded,Not Recorded,1.73,N/A,1.73,N/A,78.8,0,Yes,Yes,0,14,22.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Haight,Stanyan,Masonic,16,5,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,5:00 PM,7:00 PM,Not Recorded,Not Recorded,1.95,N/A,1.95,N/A,97.7,0,Yes,Yes,0,19.6,36.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,87.9,97,100,100
Haight,Webster,Divisadero,17,5,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/26/2009 0:00,7:30 PM,9:30 PM,Not Recorded,Not Recorded,1.93,N/A,1.93,N/A,98,0,Yes,Yes,0.2,13,31.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Irving,6th Avenue,Funston,41,5,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,1:30 PM,3:30 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.8,0,Yes,Yes,0,8.2,15.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,95.3,95.3,100,100
16th Street,Valencia,Folsom,24,6,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,97,0,Yes,Yes,0,13.6,19.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
3rd Street,20th Street,King (AT&T),18,6,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/19/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.9,0,Yes,Yes,0,17.4,11.6,66.70%,41.70%,41.70%,41.70%,41.70%,100.00%,No,100,100,100,100
Geary,Jones,Van Ness,9,6,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,9:00 AM,11:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.5,0,Yes,Yes,0.4,11.8,23.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,Duboce,18th Street,27,6,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/6/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2.25,N/A,2.2,N/A,97,0,No,No,0,18.6,49.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,64.9,86.5,100,100
Polk,California,O'Farrell,8,6,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/5/2009 0:00,1:00 PM,3:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.1,0,Yes,Yes,0,8.6,14.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Ocean,Capitol,Manor,38,7,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/6/2009 0:00,5:00 PM,7:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,98,0,Yes,Yes,0,12,24.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Ocean,Capitol,Phelan,37,7,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/6/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,1.9,N/A,1.9,N/A,98,0,Yes,Yes,0,15.4,20.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
West Portal,Ulloa,14th Avenue,39,7,MNC,Northwest,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,7:00 PM,8:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.5,0,Yes,Yes,0,18,48.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
18th Street,Church,Dolores,25,8,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,2:30 AM,3:30 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97,0,Yes,Yes,0,15,29,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Church,Duboce,18th Street,26,8,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,4:00 AM,6:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.4,0,Yes,Yes,0,14.6,12.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,89.2,89.2,100,100
Diamond,Chenery,Monterey,33,8,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/13/2009 0:00,7:00 AM,9:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.8,0,Yes,Yes,0,3.67,8.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
24th Street,Folsom,Valencia,31,9,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/12/2009 0:00,2:00 AM,4:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.2,0,Yes,Yes,0,13.4,24.2,66.70%,66.70%,66.70%,100.00%,66.70%,100.00%,No,57.1,57.1,100,100
24th Street,Potrero,Folsom,30,9,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/12/2009 0:00,12:00 AM,2:00 AM,Not Recorded,Not Recorded,2.1,N/A,2,N/A,96.6,0,Yes,Yes,0.4,10.2,27,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,58,58,100,100
Mission,18th Street,22nd Street,28,9,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/6/2009 0:00,10:00 AM,12:00 PM,Not Recorded,Not Recorded,2.25,N/A,2,N/A,96.9,0,Yes,No,0,17.25,41.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,100,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/6/2009 0:00,12:00 PM,2:00 PM,Not Recorded,Not Recorded,2.72,N/A,2.1,N/A,96.9,0,No,No,0,14.8,40.8,80.00%,80.00%,80.00%,100.00%,80.00%,100.00%,No,52.6,52.6,92.1,92.1
Potrero,20th Street,25th Street,32,9,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/12/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.8,0,Yes,Yes,0,9,10.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,93.5,93.5,100,100
3rd Street,22nd Street,Evans,19,10,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/19/2009 0:00,2:00 AM,4:00 AM,Not Recorded,Not Recorded,2.06,N/A,2.06,N/A,97.6,0,No,No,0.4,24.6,34.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,98.3,98.3,100,100
3rd Street,Evans,Quesada,20,10,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/19/2009 0:00,4:00 AM,6:00 AM,Not Recorded,Not Recorded,2.04,N/A,2.04,N/A,97.8,0,Yes,No,0,17.8,38.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Bayshore,Hester,Sunnydale,21,10,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/27/2009 0:00,5:00 AM,7:00 AM,Not Recorded,Not Recorded,2,N/A,2,N/A,98,0,Yes,Yes,0,10.2,10.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Leland,Bayshore,Cora,23,10,MNC,South,Commercial,Yes,2008-2009,Q4,2009-11-May,5/27/2009 0:00,7:30 AM,9:30 AM,Not Recorded,Not Recorded,1.5,N/A,1.67,N/A,98,0,Yes,Yes,0,8,13.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
San Bruno,Silliman,Wayland,22,10,MNC,West,Commercial,Yes,2008-2009,Q4,2009-11-May,5/27/2009 0:00,10:30 AM,12:30 PM,Not Recorded,Not Recorded,2.05,N/A,1.93,N/A,85,0,Yes,No,0.4,12.6,20.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,85,100,100,100
Geneva,Alemany,Naples,36,11,MNC,North,Commercial,Yes,2008-2009,Q4,2009-11-May,5/12/2009 0:00,6:00 PM,8:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.7,0,Yes,Yes,0,7.2,9.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,Excelsior,France,34,11,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/12/2009 0:00,1:00 PM,3:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.4,0,Yes,Yes,0.5,21.75,33.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,France,Rolph,35,11,MNC,East,Commercial,Yes,2008-2009,Q4,2009-11-May,5/12/2009 0:00,3:00 PM,5:00 PM,Not Recorded,Not Recorded,2,N/A,2,N/A,97.5,0,Yes,Yes,0,10.5,16.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75,75,100,100
Anza,25th Avenue,30th Avenue,2,1,CSA,South,Residential,No,2008-2009,Q4,2009-12-Jun,6/15/2009 0:00,11:00 AM,12:15 PM,Not Recorded,Not Recorded,2.1,N/A,1.5,N/A,96.6,0.2,Yes,Yes,0.2,0.2,0.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.2,96.6,31,100
Anza,25th Avenue,30th Avenue,2,1,MNC,South,Residential,No,2008-2009,Q4,2009-12-Jun,6/18/2009 0:00,8:00 AM,10:00 AM,Not Recorded,Not Recorded,1.47,N/A,1.4,N/A,97.6,0,Yes,Yes,0,3.8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Clement,21st Avenue,26th Avenue,1,1,CSA,North,Commercial,No,2008-2009,Q4,2009-12-Jun,6/19/2009 0:00,1:30 PM,3:30 PM,Not Recorded,Not Recorded,1.4,N/A,1.4,N/A,96,0.2,Yes,Yes,0,0.2,0,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,50,100,50,50
